,CompanyName,Cusine,Importance,Address,PhoneNumber,Website,NumReviews,Overall,PriceRange,Prices,Puntuation
1154,Ristorante Del Borgo,"['Italian', ' Seafood', ' Mediterranean']","#1,213 of 2,742 Restaurants in Naples","Via Eldorado 4, 80132, Naples Italy",+39 081 1890 8206,http://ristorantedelborgo.business.site/?utm_source=gmb&utm_medium=referral,57,4.0,€20 - €50,Na,"['2', '0', '0', '0', '1']"
1155,Caseificio de Martino,['Takeout'],"#1,214 of 2,742 Restaurants in Naples","Piazza Carlo III, 30, 80100, Naples Italy",+39 081 012 5376,http://www.minicaseificiodemartino.it/,32,4.5,Na,Na,"['22', '5', '1', '1', '3']"
1156,Pinoga,['Dinner'],"#1,215 of 2,742 Restaurants in Naples","Via Provinciale Montagna Spaccata, 391, 80126, Naples Italy",+39 379 119 8714,https://www.facebook.com/pubpinoga/,15,4.5,Na,Na,"['10', '3', '1', '0', '1']"
1157,Villa Partenope,"['Italian', ' Seafood', ' Mediterranean', ' Neapolitan', ' Campania', ' Southern-Italian']","#1,217 of 2,742 Restaurants in Naples","Via Bernardo Cavallino 64, 80128, Naples Italy",+39 081 372 0847,http://www.villapartenope.com/,70,4.0,€50 - €250,Na,"['3', '0', '0', '0', '0']"
1158,Valery's Food Restaurant,"['Italian', ' Pizza', ' Mediterranean', ' Seafood']","#1,218 of 2,742 Restaurants in Naples","Via Mario Palermo 126/128, 80147, Naples Italy",+39 081 350 7858,https://www.facebook.com/Valerys-Food-Restaurant-108854660878703/?ref=page_internal,11,4.5,€10 - €25,"[6.0, 8.0, 10.0, 12.0]","['7', '3', '1', '0', '0']"
1159,Pizzeria D' Elia,['Vegetarian Friendly'],"#1,220 of 2,742 Restaurants in Naples","Piazzetta Arenella 8, 80128, Naples Italy",+39 081 578 2966,https://www.pizzeriadelia.it/,56,4.0,Na,Na,"['2', '0', '0', '0', '0']"
1160,Bomber Food,['Italian'],"#1,221 of 2,742 Restaurants in Naples","Viale Dei Tigli 11, 80131, Naples Italy",+39 081 1932 3737,https://www.facebook.com/BOMBERFOOD/,65,4.0,€3 - €10,Na,"['38', '13', '3', '1', '10']"
1161,Pollo E Patate,"['Lunch', ' Dinner']","#1,223 of 2,742 Restaurants in Naples","Via Francesco Petrarca 1, 80123, Naples Italy",+39 081 032 0780,https://it-it.facebook.com/pages/Pollo-Patate/523248314447672,68,4.0,Na,Na,"['1', '1', '0', '0', '0']"
1162,Il Ciottolo,['Vegetarian Friendly'],"#1,226 of 2,742 Restaurants in Naples","Piazza Giuseppe Garibaldi 114, 80142, Naples Italy",+39 334 963 2407,https://www.facebook.com/pg/Il-Ciottolo-Garibaldi-1622953338005962/about/?ref=page_internal,56,4.0,Na,Na,"['1', '1', '0', '0', '1']"
1163,Ristorante Villa Veseri,"['Breakfast', ' Lunch', ' Dinner']","#1,227 of 2,742 Restaurants in Naples","Via Cifelli 5, 80040, Naples Italy",+39 081 537 3804,http://www.villaveseri.it/,20,4.5,Na,Na,"['16', '0', '1', '2', '1']"
1164,Il tempo del vino e delle rose,"['Italian', ' Cafe', ' International', ' Mediterranean', ' Neapolitan']","#333 of 2,742 Restaurants in Naples","Piazza Dante Alighieri 44/45, 80135, Naples Italy",+39 380 713 4511,http://www.facebook.com/iltempodelvinoedellerose/,256,4.5,€20 - €40,"[10.0, 20.0, 8.0, 6.0, 8.0]","['26', '9', '1', '2', '3']"
1165,Ristorante Novecento,"['Breakfast', ' Lunch', ' Dinner']","#1,228 of 2,742 Restaurants in Naples","Via Pavia 6, 80100, Naples Italy",+39 081 563 4050,https://www.facebook.com/ristorantenovecento.it?fref=ts,25,4.5,Na,Na,"['1', '1', '1', '0', '0']"
1166,Ristorante Pizzeria Re Davide,"['Italian', ' Pizza', ' Cafe', ' Seafood', ' Mediterranean']","#1,229 of 2,742 Restaurants in Naples","Via Silvio Spaventa 19 Zona Stazione Centrale, 80142, Naples Italy",+39 081 1988 1453,http://www.ristoranteredavide.it/,74,3.5,€15 - €25,"[8.0, 10.0, 10.0, 12.0, 20.0]","['3', '1', '0', '0', '4']"
1167,'A Pizza Store,"['Pizza', ' Italian']","#1,230 of 2,742 Restaurants in Naples","Via Gian Lorenzo Bernini 107, 80129, Naples Italy",+39 800 931 193,http://www.apizza.it/it/,15,4.5,€3 - €9,Na,"['11', '4', '0', '0', '0']"
1168,Kento Drink & Food,"['Italian', ' Bar', ' International', ' Mediterranean', ' Pub']","#1,231 of 2,742 Restaurants in Naples","Via Alessandro Scarlatti 181, 80127, Naples Italy",+39 081 556 7922,https://www.facebook.com/Kento-drink-food-616959918449179/,39,4.0,€3 - €9,Na,"['0', '2', '0', '0', '0']"
1169,Kjolle,"['South American', ' Peruvian', ' Healthy', ' Italian']","#355 of 2,742 Restaurants in Naples","Riviera di Chiaia 115, 80122, Naples Italy",+39 379 183 3548,https://www.facebook.com/Kjolle.Restaurant/?ref=page_internal,38,5.0,€15 - €50,"[16.0, 16.0, 15.0, 14.0, 10.0, 18.0, 20.0, 17.0, 14.0, 17.0, 17.0, 16.0, 17.0, 15.0, 18.0, 16.0, 18.0, 20.0, 18.0, 20.0, 17.0, 15.0, 7.0, 8.0, 8.0, 9.0]","['35', '3', '0', '0', '0']"
1170,Friend's Pub- O're ra' Marenna,"['Italian', ' American', ' Deli', ' Pub', ' Fast Food']","#1,233 of 2,742 Restaurants in Naples","Via nazionale 110-111 Traversa Di Piazza Nazionale, nei pressi della galleria della stazione centrale di piazza Garibaldi, 80100, Naples Italy",+39 081 015 2584,http://www.facebook.com/Friends-Pub-Ore-ra-marenna-522913714557254,14,5.0,€3 - €8,Na,"['1', '0', '0', '0', '0']"
1171,La Campagnola,"['Lunch', ' Dinner', ' Late Night', ' Drinks']","#1,234 of 2,742 Restaurants in Naples","Piazzetta Nilo 22, 80134, Naples Italy",+39 081 551 4930,http://trattoria-la-campagnola-down-home-cooking-restaurant.business.site/,227,3.5,Na,Na,"['6', '5', '3', '2', '0']"
1172,Ciao Pizza,['Vegetarian Friendly'],"#1,235 of 2,742 Restaurants in Naples","Via San Carlo No 3, 80132, Naples Italy",+ Add phone number,https://www.facebook.com/pg/Ciao-Pizza-Pzza-Trieste-e-Trento-213084255388906/about/?ref=page_internal,20,4.5,Na,Na,"['1', '0', '0', '0', '0']"
1173,nea,['Brunch'],"#1,236 of 2,742 Restaurants in Naples","Piazza Vincenzo Bellini 59, 80138, Naples Italy",+39 347 292 0677,http://www.spazionea.it/,35,4.0,Na,Na,"['2', '1', '0', '0', '0']"
1174,Tendentia 2.0,"['Dinner', ' Brunch', ' Late Night', ' Drinks']","#1,237 of 2,742 Restaurants in Naples","Via Sannazzaro 2, 80122, Naples Italy",+39 334 726 3779,https://www.facebook.com/tendentia/,16,4.5,Na,Na,"['13', '0', '2', '0', '1']"
1175,Ristorante la Piazzetta,"['Dinner', ' Lunch']","#1,238 of 2,742 Restaurants in Naples","Largo Francesco Celebrano 5, 80129, Naples Italy",+39 081 372 1007,http://www.lapiazzettanapoli.com/,29,4.0,Na,Na,"['1', '3', '0', '0', '0']"
1176,L’oro di Napoli,"['Italian', ' Pizza', ' Mediterranean', ' Neapolitan', ' Campania', ' Southern-Italian']","#1,239 of 2,742 Restaurants in Naples","Vico Acitillo 57 Piano Terra, 80128, Naples Italy",+39 081 040 3292,http://www.facebook.com/OrodiNapoli57/,40,4.0,€3 - €20,Na,"['1', '0', '0', '0', '0']"
1177,Pizzeria Il Golfo,"['Italian', ' Pizza', ' Seafood', ' Mediterranean', ' Neapolitan', ' Campania', ' Southern-Italian']","#1,240 of 2,742 Restaurants in Naples","Via Nazario Sauro 30-31-32, 80132, Naples Italy",+39 081 060 7387,https://www.facebook.com/Il-Golfo-di-Napoli-1647521662161238/,362,3.5,€7 - €20,Na,"['9', '10', '2', '1', '22']"
1178,Casa Scaturchio,"['Neapolitan', ' Campania', ' Southern-Italian', ' Italian', ' Mediterranean']","#1,241 of 2,742 Restaurants in Naples","Piazza San Domenico Maggiore 19, 80134, Naples Italy",+39 081 551 7031,https://www.scaturchio.it/casa-scaturchio/,26,4.0,€10 - €25,Na,"['14', '6', '2', '2', '2']"
1179,Terra Mia,['Vegetarian Friendly'],"#1,242 of 2,742 Restaurants in Naples","Via Michele Kerbaker 80 A Vomero, 80129, Naples Italy",+39 081 578 1276,https://www.facebook.com/Terra-Mia-1591230054533813/,19,4.5,Na,Na,"['10', '5', '3', '1', '0']"
1180,Zi Teresa,"['Vegetarian Friendly', ' Gluten Free Options']","#1,243 of 2,742 Restaurants in Naples","Borgo Marinari 1 nei pressi di Castel dell'Ovo, 80132, Naples Italy",+39 081 764 2565,http://www.ziteresa.it/,2360,3.5,Na,Na,"['60', '42', '35', '19', '26']"
1181,Mac Dowell,"['Dinner', ' Late Night']","#1,244 of 2,742 Restaurants in Naples","Via Riviera di Chiaia,106, 80121, Naples Italy",+39 081 660577,https://www.facebook.com/Mac-Dowell-323404444425205/,99,3.5,Na,Na,"['1', '1', '0', '0', '0']"
1182,E Bell O' Magna,"['Italian', ' Seafood', ' Mediterranean', ' Neapolitan', ' Campania', ' Southern-Italian']","#1,245 of 2,742 Restaurants in Naples","Rua Catalana 82, 80133, Naples Italy",+39 392 064 5196,https://www.facebook.com/%C3%88-Bell-O-Magna-233466787206890/,22,4.0,€5 - €15,Na,"['12', '4', '3', '2', '1']"
1183,Pizzeria Anni 80,"['Pizza', ' Italian', ' Brew Pub', ' Pub']","#1,246 of 2,742 Restaurants in Naples","Corso Amedeo di Savoia Duca d'Aosta 224 a/b, 80136, Naples Italy",+39 081 741 4902,https://www.facebook.com/pizzeriaanni80/,27,4.0,€3 - €10,Na,"['4', '0', '0', '0', '0']"
1184,La Capannina Rossa Sas DI Moccia Raffaele E C,['Dinner'],"#1,247 of 2,742 Restaurants in Naples","Via Agnano Astroni, 13580125, Naples Italy",+39 081 570 0010,http://aziende.virgilio.it/16409441/la-capannina-rossa-sas-di-moccia-raffaele-e-c,66,4.0,Na,Na,"['35', '10', '8', '5', '8']"
1185,Alleri,"['Italian', ' Seafood', ' Mediterranean', ' Contemporary', ' Pub', ' Wine Bar', ' Gastropub']","#1,248 of 2,742 Restaurants in Naples","Corso San Giovanni a Teduccio 1026 Vicino Pietrarsa, 80146, Naples Italy",+39 081 1863 9103,https://www.facebook.com/allerigastrovineria/,11,5.0,€10 - €30,Na,"['10', '1', '0', '0', '0']"
1186,Gastronomia RUSSO,['Lunch'],"#1,249 of 2,742 Restaurants in Naples","Via F. Galiani, 30 Mercatino Rionale la Torretta, 80125, Naples Italy",+39 081 680854,http://www.gastronomiarusso.com/,17,5.0,Na,Na,"['1', '0', '0', '0', '0']"
1187,Pizzeria Comm'e' Sapurit!,['Vegetarian Friendly'],"#1,250 of 2,742 Restaurants in Naples","Via Giovanni Diacono 19, 80144, Naples Italy",+39 331 776 2631,http://www.facebook.com/pages/Comm%C3%A8-sapurit/237572873067412,32,4.0,Na,Na,"['12', '15', '4', '0', '1']"
1188,Aria,['Dinner'],"#1,253 of 2,742 Restaurants in Naples","Via Loggia Dei Pisani 2, 80133, Naples Italy",+ Add phone number,http://ariarestaurant.it/,10,4.5,Na,Na,"['8', '1', '0', '1', '0']"
1189,Ballon,['Vegan Options'],"#1,254 of 2,742 Restaurants in Naples","Largo Francesco Celebrano 3/4, 80129, Naples Italy",+39 081 578 2644,https://www.facebook.com/Ballonspiritswineesoulfood/,14,5.0,Na,Na,"['11', '3', '0', '0', '0']"
1190,Chicken Hut,['Dinner'],"#1,255 of 2,742 Restaurants in Naples","Piazza Giuseppe Garibaldi 109, 80142, Naples Italy",+39 081 1918 4269,https://www.facebook.com/ChickenHutGaribaldi109/,28,4.0,Na,Na,"['10', '3', '2', '1', '1']"
1191,Zito 41,"['Lunch', ' Dinner']","#1,256 of 2,742 Restaurants in Naples","Via San Giacomo 41, 80133, Naples Italy",+39 081 1918 1316,https://www.facebook.com/pages/category/Restaurant/Zito-41-113294323838403/,11,4.5,Na,Na,"['2', '0', '0', '0', '0']"
1192,Stragusta,"['Italian', ' Irish', ' American', ' Fast Food', ' Barbecue', ' Pub', ' Argentinean', ' South American']","#1,257 of 2,742 Restaurants in Naples","Via John Fitzgerald Kennedy 114, 80125, Naples Italy",+39 081 048 3776,http://www.stragusta.it/,23,4.5,€10 - €30,Na,"['10', '9', '4', '0', '0']"
1193,Kjolle,"['South American', ' Peruvian', ' Healthy', ' Italian']","#355 of 2,742 Restaurants in Naples","Riviera di Chiaia 115, 80122, Naples Italy",+39 379 183 3548,https://www.facebook.com/Kjolle.Restaurant/?ref=page_internal,38,5.0,€15 - €50,"[16.0, 16.0, 15.0, 14.0, 10.0, 18.0, 20.0, 17.0, 14.0, 17.0, 17.0, 16.0, 17.0, 15.0, 18.0, 16.0, 18.0, 20.0, 18.0, 20.0, 17.0, 15.0, 7.0, 8.0, 8.0, 9.0]","['35', '3', '0', '0', '0']"
1194,Casa Pangia,['Reservations'],"#1,258 of 2,742 Restaurants in Naples","Via Agnano Astroni 121, 80125, Naples Italy",+39 081 016 8876,https://www.facebook.com/Casa-Pangia-102565554707442/,9,5.0,Na,Na,"['8', '1', '0', '0', '0']"
1195,Antica Masseria Fioretti,"['Lunch', ' Dinner']","#1,259 of 2,742 Restaurants in Naples","Via Tirone, 13, Naples Italy",+39 081 742 4795,http://www.agriturismoanticamasseriafioretti.it/,122,3.5,Na,Na,"['48', '30', '19', '9', '16']"
1196,Ristorante Tie Tie,"['Lunch', ' Dinner']","#1,260 of 2,742 Restaurants in Naples","Via Nazionale 63/64, 80143, Naples Italy",+39 081 843 5104,https://www.ristorantetietie.it/,12,4.5,Na,Na,"['9', '2', '0', '0', '1']"
1197,Pasticceria Dolce Hortex,"['Breakfast', ' Lunch', ' Dinner', ' Brunch', ' Late Night', ' Drinks']","#1,261 of 2,742 Restaurants in Naples","Via Giuseppe Pica 3/7 Zona Stazione Centrale, 80142, Naples Italy",+39 081 1821 5060,https://www.facebook.com/dolcehortexpasticceria/,10,5.0,Na,Na,"['1', '0', '0', '0', '0']"
1198,Ristopescherianettuno,"['Breakfast', ' Lunch', ' Dinner', ' Brunch', ' Drinks']","#1,262 of 2,742 Restaurants in Naples","Via Sopramuro 100 di Fronte Alla Circumvesuviana, 80142, Naples Italy",+39 351 223 3358,http://www.facebook.com/profile.php?id=100057229098400,9,5.0,Na,Na,"['9', '0', '0', '0', '0']"
1199,Il tempo del vino e delle rose,"['Italian', ' Cafe', ' International', ' Mediterranean', ' Neapolitan']","#333 of 2,742 Restaurants in Naples","Piazza Dante Alighieri 44/45, 80135, Naples Italy",+39 380 713 4511,http://www.facebook.com/iltempodelvinoedellerose/,256,4.5,€20 - €40,"[10.0, 20.0, 8.0, 6.0, 8.0]","['26', '9', '1', '2', '3']"
1200,Bistrot Enigma 52,"['Italian', ' Mediterranean']","#1,264 of 2,742 Restaurants in Naples","Via Giovanni Bausan 52, 80121, Naples Italy",+39 081 425067,https://www.facebook.com/BistrotEnigma52/,12,5.0,€30 - €50,Na,"['2', '1', '0', '0', '0']"
1201,Cirù Pizza e Fritti,"['Italian', ' Pizza', ' Mediterranean']","#1,265 of 2,742 Restaurants in Naples","Via Domenico Montesano 19 Rione Alto - Zona Ospedaliera, 80131, Naples Italy",+39 081 229 0009,http://www.facebook.com/cirupizzaefritti/,112,3.5,€2 - €40,Na,"['0', '0', '0', '0', '1']"
1202,Drogheria Fiorelli,['Italian'],"#1,266 of 2,742 Restaurants in Naples","Via Giuseppe Fiorelli 10 Via Carlo Poerio, 80121, Naples Italy",+39 081 764 1737,https://www.facebook.com/drogheriafiorelli/,39,4.0,€5 - €15,Na,"['1', '0', '0', '0', '0']"
1203,Ristorante Il Sapore del Mare Sanguinelli,"['Lunch', ' Dinner']","#1,267 of 2,742 Restaurants in Naples","Via Giovanni Bausan 59/60, 80121, Naples Italy",+39 081 224 3779,https://www.ristoranteilsaporedelmare.com/,15,4.5,Na,Na,"['12', '2', '0', '0', '1']"
1204,Crudodimare,"['Italian', ' Seafood']","#1,269 of 2,742 Restaurants in Naples","Via Andrea Vaccaro 19, 80127, Naples Italy",+39 081 976 9167,http://www.crudodimare.it/,8,5.0,€7 - €16,Na,"['8', '0', '0', '0', '0']"
1205,Bubba Pub,['Dinner'],"#1,270 of 2,742 Restaurants in Naples","Via Giovanni Merliani 110, 80129, Naples Italy",+39 081 1824 4130,https://www.facebook.com/bubbapub.it/?rf=144296572292949,53,3.5,Na,Na,"['19', '11', '13', '9', '1']"
1206,Tredici Pub,"['Italian', ' Pub', ' Gastropub']","#1,272 of 2,742 Restaurants in Naples","Via Camillo de Nardis 28 Incrocio con Via Cilea, 80127, Naples Italy",+39 328 373 3534,http://www.facebook.com/tredicipub/?epa=SEARCH_BOX,11,4.5,€10 - €50,Na,"['9', '1', '1', '0', '0']"
1207,Pizzeria Trattoria Dal Cardinale,"['Italian', ' Mediterranean', ' Neapolitan', ' Campania']","#1,273 of 2,742 Restaurants in Naples","Via Dei Tribunali 131, 80139, Naples Italy",+39 081 299833,http://www.pizzeriadalcardinale.com/,227,3.5,€2 - €40,Na,"['8', '2', '3', '2', '10']"
1208,Dolcezze Siciliane,['Breakfast'],"#1,274 of 2,742 Restaurants in Naples","Piazzale Immacolatella Vecchia 1, 80133, Naples Italy",+39 081 552 1990,http://www.facebook.com/Restaurant-LEnvie-102050108151079/,50,4.0,Na,Na,"['3', '0', '0', '0', '0']"
1209,iChef,['Vegetarian Friendly'],"#1,276 of 2,742 Restaurants in Naples","Isola a7, 80143, Naples Italy",+39 081 1890 8119,http://www.facebook.com/IChef-RistoBreak-897322720337932/,31,4.5,Na,Na,"['19', '6', '3', '1', '2']"
1210,Winè,"['Italian', ' Southern-Italian']","#1,277 of 2,742 Restaurants in Naples","Piazza Amedeo 16c Passeggiata Colonna, 80121, Naples Italy",+39 338 686 9711,http://www.facebook.com/Winepasseggiatacolonna/,8,5.0,€18 - €36,Na,"['7', '1', '0', '0', '0']"
1211,Ristorante e Pizzeria Da Gigino,"['Lunch', ' Dinner', ' Late Night']","#1,278 of 2,742 Restaurants in Naples","Via Cisterna Dell'Olio 2, 80134, Naples Italy",+39 081 551 6360,http://www.facebook.com/pg/dagigino/about/?ref=page_internal,236,3.5,Na,Na,"['11', '7', '0', '1', '5']"
1212,Fresco Pizzeria Trattoria - Partenope,"['Vegetarian Friendly', ' Vegan Options', ' Gluten Free Options']","#1,280 of 2,742 Restaurants in Naples","Via Partenope 8, 80121, Naples Italy",+39 081 658 2823,http://frescopizzeria.it/trattoria-pizzeria-fresco-partenope.htm,1836,3.5,Na,Na,"['30', '39', '11', '7', '12']"
1213,Amabile,['Vegetarian Friendly'],"#1,284 of 2,742 Restaurants in Naples","Centro Direzionale, Isola A3, 80143, Naples Italy",+39 081 562 5060,http://www.franchisingamabile.it/index.php?pag=ristorante-napoli,166,3.5,Na,Na,"['2', '0', '1', '0', '0']"
1214,Signora Gianna,"['Lunch', ' Dinner']","#1,286 of 2,742 Restaurants in Naples","Via Forno Vecchio 13, 80134, Naples Italy",+39 081 1857 4384,https://www.facebook.com/SignoraGianna1948/,15,4.5,Na,Na,"['9', '5', '0', '0', '1']"
1215,Kjolle,"['South American', ' Peruvian', ' Healthy', ' Italian']","#355 of 2,742 Restaurants in Naples","Riviera di Chiaia 115, 80122, Naples Italy",+39 379 183 3548,https://www.facebook.com/Kjolle.Restaurant/?ref=page_internal,38,5.0,€15 - €50,"[16.0, 16.0, 15.0, 14.0, 10.0, 18.0, 20.0, 17.0, 14.0, 17.0, 17.0, 16.0, 17.0, 15.0, 18.0, 16.0, 18.0, 20.0, 18.0, 20.0, 17.0, 15.0, 7.0, 8.0, 8.0, 9.0]","['35', '3', '0', '0', '0']"
1216,Carpe Diem,"['Mediterranean', ' Neapolitan', ' Campania', ' Southern-Italian']","#1,287 of 2,742 Restaurants in Naples","Via Provinciale Montagna Spaccata 427 Pianura, 80126, Naples Italy",+39 081 726 0478,http://www.facebook.com/pages/Carpe-Diem-Pianura-Napoli/187232634720633,65,4.0,€10 - €30,Na,"['34', '11', '7', '6', '7']"
1217,Caffetteria 90 Bistrot,"['Vegetarian Friendly', ' Vegan Options']","#1,288 of 2,742 Restaurants in Naples","Riviera di Chiaia 90, 80122, Naples Italy",+39 081 032 3884,https://www.facebook.com/Caffetteria-90-Bistrot-1453580881628750/,18,4.5,Na,Na,"['2', '0', '0', '0', '0']"
1218,Allu Burger - griglia in tutte le salse,"['Italian', ' Fast Food', ' Barbecue', ' Pub', ' Neapolitan', ' Campania', ' Southern-Italian']","#1,289 of 2,742 Restaurants in Naples","Vico Petrone 1b adiacente a Piazzetta De Leva, 80136, Naples Italy",+39 081 1950 0131,http://www.alluburger.it/,12,4.5,€4 - €8,Na,"['9', '2', '0', '0', '1']"
1219,Nonna Elena,['Vegetarian Friendly'],"#1,290 of 2,742 Restaurants in Naples","Via Posillipo 86, 80123, Naples Italy",+39 081 575 6895,http://www.nonnaelena.eu/index.php,41,4.0,Na,Na,"['2', '0', '0', '0', '0']"
1220,Pachino trattoria pizzeria,['Vegetarian Friendly'],"#1,291 of 2,742 Restaurants in Naples","Napoli - Italia Via Luca Giordano n. 23/B nei pressi del Teatro Diana, 80127, Naples Italy",+39 081 633 0919,http://www.facebook.com/pages/category/Italian-Restaurant/Pachino-Trattoria-Pizzeria-108165660529898/,46,3.5,Na,Na,"['1', '0', '0', '0', '0']"
1221,Il tempo del vino e delle rose,"['Italian', ' Cafe', ' International', ' Mediterranean', ' Neapolitan']","#333 of 2,742 Restaurants in Naples","Piazza Dante Alighieri 44/45, 80135, Naples Italy",+39 380 713 4511,http://www.facebook.com/iltempodelvinoedellerose/,256,4.5,€20 - €40,"[10.0, 20.0, 8.0, 6.0, 8.0]","['26', '9', '1', '2', '3']"
1222,Pizzeria 47,"['Breakfast', ' Lunch', ' Dinner', ' Drinks']","#1,294 of 2,742 Restaurants in Naples","Via Pietro Colletta 16, 80139, Naples Italy",+39 351 220 1063,https://www.facebook.com/pizzeria47napoli/,8,5.0,Na,Na,"['1', '0', '0', '0', '0']"
1223,Casa Tattino,"['Lunch', ' Dinner']","#1,295 of 2,742 Restaurants in Naples","Via Partenope 12 L, 80121, Naples Italy",+39 081 764 6479,https://www.facebook.com/casatattino,43,4.0,Na,"[10.0, 8.0, 9.0, 10.0]","['0', '0', '0', '0', '1']"
1224,Pub Paulette,"['Italian', ' Bar', ' Barbecue', ' Pub']","#1,298 of 2,742 Restaurants in Naples","Via Tito Lucrezio Caro, 80123, Naples Italy",+39 339 695 2223,https://www.facebook.com/pages/Pub-Paulette/171732406249030?sk=wall&filter=12,276,3.5,€6 - €13,Na,"['104', '62', '32', '25', '53']"
1225,La Devozione,['Italian'],"#1,299 of 2,742 Restaurants in Naples","Via Vittorio Emanuele III, 57, 80133, Naples Italy",+39 081 1849 6282,https://www.facebook.com/spaghettitogo/,9,5.0,€5 - €20,Na,"['1', '0', '0', '0', '0']"
1226,Guyot Winebar,"['Dinner', ' Late Night', ' Drinks']","#1,300 of 2,742 Restaurants in Naples","Via Raffaele Morghen 57-59, 80129, Naples Italy",+39 081 049 1795,https://www.facebook.com/GuyotWinebar/,39,4.0,Na,Na,"['4', '0', '0', '0', '0']"
1227,Ristorante Hokkaido,"['Chinese', ' Sushi', ' Japanese', ' Asian']","#1,301 of 2,742 Restaurants in Naples","Corso Vittorio Emanuele 762, 80122, Naples Italy",+39 393 335 5888,https://www.ristorantehokkaido-it.it/,16,4.5,€10 - €20,Na,"['1', '0', '0', '0', '0']"
